eventID	Alestes stuhlmannii	Amphilius chalei	Amphilius crassus	Anguilla bengalensis	Anguilla bicolor	Anguilla marmorata	Anguilla mossambica	Astatotilapia gigliolii	Astatotilapia sp. 'ruaha blue'	Astatotilapia sp. 'ruaha redcheek'	Astatotilapia sp. 'rufiji blue'	Atopochilus vogti	Bagrus orientalis	Brycinus affinis	Brycinus imberi	Brycinus lateralis	Chiloglanis sp. 'mbarali river'	Chiloglanis sp. 'mzombe river sp.A'	Citharinus congicus	Clarias gariepinus	Clarias theodorae	Coptodon rendalli	Ctenopoma muriei	Cyphomyrus discorhynchus	Distichodus petersii	Eleotris klunzingerii	Engraulicypris brevianalis	Enteromius apleurogramma	Enteromius atkinsoni	Enteromius kerstenii	Enteromius lineomaculatus	Enteromius luikae	Enteromius macrotaenia	Enteromius radiatus	Enteromius zanzibaricus	Glossogobius giuris	Haplochromis vanheusdeni	Hemigrammopetersius barnardi	Hydrocynus tanzaniae	Labeo congoro	Labeo cylindricus	Labeobarbus macrolepis	Labeobarbus oxyrhynchus	Lacustricola kongoranensis	Marcusenius livingstonii	Marcusenius macrolepidotus	Mastacembelus frenatus	Megalops cyprinoides	Mormyrus longirostris	Nannaethiops sp. 'kilombero'	Nothobranchius kilomberoensis	Opsaridium loveridgii	Oreochromis leucostictus	Oreochromis niloticus	Oreochromis sp. 'mtera'	Oreochromis urolepis	Parakneria tanzaniae	Pareutropius longifilis	Petrocephalus catostoma	Pollimyrus castelnaui	Pseudocrenilabrus sp. 'kilombero'	Schilbe moebiusii	Synodontis rufigiensis	Synodontis rukwaensis	Synodontis sp. 'utete'	Zaireichthys sp. 'ruaha'
TAFIRI-2019.05.22-RUF03-B	0	0	0	0	0	0	0	3306	0	0	543	0	0	14479	1444	0	0	0	571	9333	2244	0	2558	525	1225	0	0	0	0	593	5625	0	15023	3349	47731	0	0	2798	9147	1435	0	0	0	696	30922	0	0	0	0	1368	5495	0	0	0	6	95110	281	1625	20965	7443	964	0	0	10	561	0
TAFIRI-2019.05.22-RUF03-B	0	0	0	0	0	0	0	2190	0	0	0	0	0	2658	914	0	0	0	385	2204	77	0	517	375	117	0	0	0	70	47	204	0	1865	114	4823	0	0	372	1258	0	0	0	0	105	19934	144	0	0	0	50	358	0	0	0	7	45522	0	626	6654	3526	87	0	0	2	8	0
TAFIRI-2020.07.03-RUF02-D	1046	0	0	961	0	0	0	16501	0	0	0	0	20091	61292	34861	2842	0	0	8937	56738	178	0	388	3246	16140	0	0	0	412	198	8715	0	3818	5934	32495	0	0	12161	49996	10510	236	538	0	2009	55029	1247	196	0	2613	2545	0	0	0	0	0	140613	0	21900	17228	4416	1307	13635	10	1258	1122	0
TAFIRI-2020.07.03-RUF02-D	526	0	0	702	0	0	0	12412	0	0	90	0	14248	46162	17531	5708	0	0	9376	51082	1494	0	1086	4711	14620	0	0	646	304	0	7093	0	4083	3459	30231	0	0	11812	24387	8717	1633	228	0	3081	45138	726	0	0	5430	1892	0	0	0	0	0	100681	0	17196	14476	4140	486	14893	20	575	138	0
TAFIRI-2020.07.03-RUF02-D	256	0	0	0	0	0	0	4301	0	0	0	0	7547	14232	8184	1672	0	0	2373	15396	199	0	341	721	7977	0	0	204	208	0	1616	0	1683	1737	12099	0	212	2494	10680	2117	429	0	0	471	17161	200	0	0	1117	246	0	0	0	0	0	38861	0	5972	6006	1256	332	5603	0	100	50	0
TAFIRI-2020.07.04-RUF02-E	1	0	0	0	0	0	0	20831	0	0	508	0	40130	80308	29912	7570	0	0	31087	103197	0	0	2037	7861	32987	0	0	0	1256	1924	9215	0	6557	17585	58142	0	0	34688	56078	23374	195	0	0	3190	107127	780	0	0	5393	69	0	0	0	0	0	219342	2111	33159	42245	7777	669	41911	285	1703	1057	0
TAFIRI-2020.07.04-RUF02-E	158	0	0	0	0	0	0	8220	0	0	2	0	23562	52569	13094	5947	0	254	12756	54653	941	0	189	3203	12776	0	0	0	797	0	8134	0	10004	10117	30304	0	780	26996	27105	16506	188	0	0	1119	44442	967	228	0	3324	2553	0	0	0	0	0	95244	0	13728	16679	3308	852	15780	222	2427	2014	0
TAFIRI-2020.07.04-RUF02-E	0	0	0	322	0	0	0	11126	0	0	816	0	11816	36171	9872	2771	0	0	12464	55685	659	0	227	4893	14004	0	0	0	582	143	1471	0	6353	6716	19400	0	198	21567	15978	13461	0	0	0	904	45888	549	0	0	3090	857	0	0	0	0	0	91054	0	8446	16296	3571	969	14732	2	613	658	0
TAFIRI-2020.07.04-RUF02-F	336	0	0	707	0	0	0	10205	0	0	230	0	9579	29709	10265	2180	0	0	8753	38454	577	0	465	3352	9556	0	0	0	0	948	595	0	3561	5226	12389	0	675	8927	16857	8259	522	357	0	1598	44425	689	0	0	3075	514	0	0	0	0	0	97937	0	13910	14631	1183	1935	12845	0	639	867	0
TAFIRI-2020.07.04-RUF02-F	0	0	0	0	0	0	0	24783	0	0	0	1718	34634	72545	44428	5331	0	0	9329	75320	0	0	0	2444	30139	0	0	0	0	0	4812	0	9727	5001	58177	0	1298	21135	39135	8316	1290	0	0	3374	91529	1604	0	0	7877	2086	0	0	0	0	0	197657	0	13806	27976	3648	812	40519	0	1531	1094	0
TAFIRI-2020.07.04-RUF02-F	0	0	0	0	0	0	0	8041	0	0	71	0	19700	43590	14650	734	0	0	9581	54455	2641	0	1356	3696	15493	0	0	0	266	0	3813	0	2725	1876	34981	0	343	17285	30334	9147	887	0	0	2433	54740	868	0	0	4835	1322	0	0	0	0	0	135578	0	11786	20282	4420	1	22794	46	1068	561	0
TAFIRI-2020.07.04-RUF02-G	0	0	0	379	0	0	0	10224	0	0	493	239	17437	34058	11760	2279	0	0	6408	55266	923	0	1073	2747	10952	0	0	0	515	179	1733	0	4259	3073	33480	0	0	14652	24527	7142	13	480	0	1300	52392	1454	0	0	4439	741	0	0	0	0	0	90665	0	11846	16152	4024	0	15195	204	1239	1020	0
TAFIRI-2020.07.04-RUF02-G	0	0	0	0	0	0	0	8182	0	0	0	0	8928	29702	8247	629	0	0	3436	29954	0	0	0	900	3563	0	0	0	0	0	659	0	7699	3428	11598	0	0	13072	14212	6263	665	0	0	612	32455	0	0	0	3885	0	0	0	0	0	0	38295	0	5902	5981	632	1555	10696	0	897	61	0
TAFIRI-2020.07.04-RUF02-G	0	0	0	0	0	0	291	4805	0	0	0	0	10272	26460	11449	1433	119	0	4091	40838	509	0	326	2711	15122	0	0	0	0	345	2161	0	3256	2909	27765	0	0	14587	19553	9199	285	0	0	2100	44374	199	0	0	3089	497	0	0	0	0	0	96034	367	10838	15093	4001	1606	21247	5	815	342	0
TAFIRI-2020.07.04-RUF02-H	1	0	0	0	0	0	0	6997	0	0	626	0	19266	48524	12932	1506	0	0	47787	70117	863	0	781	3303	20222	0	0	0	230	686	1955	0	4343	2531	23578	0	0	14203	82382	56420	1704	209	190	2422	61096	0	0	0	4714	578	0	0	0	0	0	130621	0	8257	21318	5803	0	33024	8	994	712	0
TAFIRI-2020.07.04-RUF02-H	174	252	0	1	0	0	0	2663	0	0	0	0	4348	17142	3382	666	0	0	30081	21141	649	0	419	1249	2895	0	0	0	0	0	335	0	1616	1315	5156	0	278	2968	23918	16732	470	0	0	687	18105	203	0	0	194	894	0	0	0	0	0	39824	0	2194	4619	469	0	9775	2	429	288	0
TAFIRI-2020.07.04-RUF02-H	0	0	0	0	0	0	0	909	0	0	210	0	8251	36564	8905	720	0	0	27335	26188	301	0	0	2941	13693	0	0	0	612	0	1057	0	1225	1209	15231	0	0	6216	47509	29994	264	0	0	860	44239	0	764	0	1715	942	0	0	0	0	0	62867	0	3524	11081	1563	2088	12632	1	539	66	600
TAFIRI-2020.07.04-RUF02-I	0	0	0	1	0	0	0	6665	0	0	0	1	12206	25731	10307	1437	0	0	5828	42970	803	0	440	2988	11945	0	0	0	2	893	1478	0	4141	2958	19818	0	0	9997	18070	4560	1	0	0	1505	34555	316	0	0	2220	1442	0	0	0	0	0	72279	0	8945	11588	3306	477	13526	15	1015	1046	0
TAFIRI-2020.07.04-RUF02-I	0	0	0	785	0	0	0	17133	0	0	0	0	14197	35472	12131	3215	0	0	9041	61277	1158	0	215	3626	9147	0	0	0	0	1326	1825	0	2997	3832	19471	0	0	16829	21516	6474	430	0	166	1645	93724	550	277	0	3632	602	0	0	0	0	0	118222	0	6275	24828	5313	1119	11538	8	851	899	0
TAFIRI-2020.07.04-RUF02-J	37	0	0	0	0	0	0	12662	0	0	1427	0	7104	35009	7108	1268	0	0	7025	44857	1212	0	461	7172	11713	0	0	0	626	185	283	0	3230	3669	15532	0	0	16738	13565	7388	596	0	0	2598	75067	1015	0	0	5411	626	0	0	0	0	0	147926	0	8251	12057	2165	1149	8093	53	1734	1705	0
TAFIRI-2020.07.04-RUF02-J	0	0	0	0	0	0	0	6989	0	0	172	0	9717	20410	9769	1847	0	0	6234	44971	610	0	0	2260	14198	0	0	148	0	3	1332	0	1691	2690	24486	0	0	13959	19199	8120	0	0	0	1302	33318	1071	0	0	4420	2578	0	0	0	0	0	82810	0	6868	13202	2308	665	20967	0	1406	1456	0
TAFIRI-2020.07.04-RUF02-J	113	0	0	0	0	0	0	6306	0	0	235	0	8809	19075	9907	693	0	0	3150	28319	363	0	121	1563	12856	0	0	0	120	0	1368	0	1894	940	16556	0	0	6831	11559	4725	227	0	75	631	31264	96	0	0	2447	1141	122	0	0	0	0	52588	0	4704	9969	1510	130	11747	33	872	665	0
