eventID	Alestes stuhlmannii	Amphilius chalei	Amphilius crassus	Anguilla bengalensis	Anguilla bicolor	Anguilla marmorata	Anguilla mossambica	Astatotilapia gigliolii	Astatotilapia sp. 'ruaha blue'	Astatotilapia sp. 'ruaha redcheek'	Astatotilapia sp. 'rufiji blue'	Atopochilus vogti	Bagrus orientalis	Brycinus affinis	Brycinus imberi	Brycinus lateralis	Chiloglanis sp. 'mbarali river'	Chiloglanis sp. 'mzombe river sp.A'	Citharinus congicus	Clarias gariepinus	Clarias theodorae	Coptodon rendalli	Ctenopoma muriei	Cyphomyrus discorhynchus	Distichodus petersii	Eleotris klunzingerii	Engraulicypris brevianalis	Enteromius apleurogramma	Enteromius atkinsoni	Enteromius kerstenii	Enteromius lineomaculatus	Enteromius luikae	Enteromius macrotaenia	Enteromius radiatus	Enteromius zanzibaricus	Glossogobius giuris	Haplochromis vanheusdeni	Hemigrammopetersius barnardi	Hydrocynus tanzaniae	Labeo congoro	Labeo cylindricus	Labeobarbus macrolepis	Labeobarbus oxyrhynchus	Lacustricola kongoranensis	Marcusenius livingstonii	Marcusenius macrolepidotus	Mastacembelus frenatus	Megalops cyprinoides	Mormyrus longirostris	Nannaethiops sp. 'kilombero'	Nothobranchius kilomberoensis	Opsaridium loveridgii	Oreochromis leucostictus	Oreochromis niloticus	Oreochromis sp. 'mtera'	Oreochromis urolepis	Parakneria tanzaniae	Pareutropius longifilis	Petrocephalus catostoma	Pollimyrus castelnaui	Pseudocrenilabrus sp. 'kilombero'	Schilbe moebiusii	Synodontis rufigiensis	Synodontis rukwaensis	Synodontis sp. 'utete'	Zaireichthys sp. 'ruaha'
TAFIRI-2019.05.21-RUF02-A	0	0	0	0	0	0	0	5302	0	0	0	0	0	1560	623	0	0	0	406	2065	0	0	1092	0	1724	0	0	0	0	0	544	0	773	0	8850	0	0	2456	2668	554	0	0	0	0	8484	0	0	0	0	238	0	0	0	0	0	13136	0	2002	1425	1077	0	0	0	87	560	0
TAFIRI-2019.05.21-RUF02-A	0	0	0	0	0	0	0	8185	0	0	970	0	244	5187	1487	1286	0	0	0	2082	0	0	861	0	1187	0	0	0	0	0	504	0	2111	351	17686	0	707	1252	412	545	0	0	0	0	31668	1171	0	0	0	0	0	0	0	0	13	44664	0	2336	2634	3645	1216	0	0	7	205	778
TAFIRI-2019.05.21-RUF02-A	0	0	0	0	0	0	0	495	0	0	0	0	0	483	455	46	0	0	0	318	0	0	38	0	0	0	0	0	0	0	231	0	271	111	1407	0	0	64	68	0	0	0	0	36	4202	0	0	0	0	0	106	0	0	0	0	8850	0	0	1565	182	0	58	0	18	48	0
TAFIRI-2019.05.21-RUF02-A	2169	0	0	0	0	0	0	8189	0	0	950	0	0	8450	105	0	0	0	0	5098	64	0	1559	0	0	0	0	0	0	0	0	0	2296	0	2476	0	0	0	5416	0	0	0	0	0	14619	0	0	0	0	0	35	0	0	0	0	27610	0	0	3712	3092	1485	0	0	241	90	0
TAFIRI-2019.05.21-RUF02-A	300	0	0	0	0	0	0	4517	0	0	0	0	0	5240	2010	0	0	0	0	2785	0	0	934	0	767	0	0	0	0	0	688	0	10289	0	16033	0	0	441	746	0	0	0	0	1531	18381	0	0	0	0	0	0	0	0	0	0	38932	0	1450	2948	3654	0	0	0	9	73	0
TAFIRI-2019.05.21-RUF02-A	0	0	0	0	0	0	0	629	0	0	0	0	67	166	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	30	0	1107	0	393	0	0	13	206	0	0	0	0	0	1311	0	0	0	0	0	0	0	0	0	0	1749	0	1	0	149	556	0	0	0	1	0
TAFIRI-2019.05.21-RUF03-A	0	0	0	232	0	0	0	4476	0	0	0	0	0	1722	3222	0	0	0	0	10179	876	0	5194	854	915	0	0	0	638	0	524	0	9079	2242	33965	0	0	6691	100267	0	0	0	1	502	14028	0	787	0	0	1517	813	0	0	0	0	27937	0	1981	7333	5285	1185	0	0	2	94	0
TAFIRI-2019.05.21-RUF03-A	0	0	0	0	0	0	0	7402	0	0	0	0	0	9158	1166	0	0	0	0	34051	5152	0	5010	0	0	0	0	0	0	0	916	0	8543	0	27644	0	0	13977	138884	0	0	0	0	2203	26219	0	0	0	0	0	1106	110	0	0	1	73823	0	1166	16415	1194	1604	1416	0	80	78	0
TAFIRI-2019.05.21-RUF03-A	0	0	0	0	0	0	0	2593	0	0	0	0	0	7324	1682	0	0	0	0	22270	0	0	4896	605	2008	0	0	0	0	398	1385	0	16959	0	32609	0	0	4723	119231	0	0	0	0	0	18121	304	0	0	0	716	1763	0	0	690	0	30143	0	588	5574	2367	340	0	0	16	123	0
TAFIRI-2019.05.21-RUF03-A	0	0	0	0	0	0	0	11053	0	0	1407	0	0	14910	3135	3048	0	0	0	20661	483	0	17672	0	4051	0	0	0	0	0	1927	0	13822	1019	58737	0	0	13888	222521	1349	0	564	0	458	16284	0	0	0	0	2	0	0	0	0	10	83550	0	1591	10438	5755	0	0	0	22	50	0
TAFIRI-2019.05.21-RUF03-A	66	0	0	0	0	0	0	1317	0	0	284	0	0	3428	452	0	0	0	0	4326	0	0	677	662	258	0	0	0	0	0	96	0	1105	94	4608	0	324	2843	31068	1215	0	0	0	220	4500	0	0	0	0	256	66	0	0	0	8	11969	0	807	1834	526	0	43	0	102	271	0
TAFIRI-2019.05.21-RUF03-A	199	0	0	0	0	0	0	2451	0	0	237	0	0	6132	938	0	0	0	0	15312	884	0	2165	0	1092	0	0	0	0	0	291	0	5231	0	20388	0	1038	6249	94264	206	0	0	0	471	20503	357	0	0	0	2000	1276	0	0	0	39	59888	0	0	6370	1790	998	0	0	5	188	0
TAFIRI-2019.05.22-RUF02-B	149	0	0	0	0	0	0	18121	0	0	157	0	1	3901	2558	874	0	0	770	11561	479	0	1608	0	131	0	0	340	2331	149	9913	0	118007	10742	19819	0	190	181957	5086	63	90	0	0	11398	3259	779	0	0	0	8136	48	0	0	0	41	25868	0	9345	7687	9874	21577	118	0	1	8	0
TAFIRI-2019.05.22-RUF02-B	94	0	0	0	0	0	0	16520	0	0	77	0	86	4259	4315	1090	0	0	1049	9894	951	0	2544	0	601	0	0	415	4449	174	25449	0	145336	18897	26536	0	184	150965	6127	23	57	0	0	6613	2333	514	0	0	0	7389	366	0	0	0	1	22661	0	9676	8378	9021	14932	540	0	9	37	0
TAFIRI-2019.05.22-RUF02-B	27	0	0	0	0	0	0	7509	0	0	40	0	13	1692	1217	528	0	0	467	4731	108	0	928	0	199	0	0	114	932	48	3810	0	58328	4948	9499	0	102	68551	2583	21	122	0	0	3002	1227	208	0	0	0	3581	43	0	0	0	12	9794	46	3516	3521	3691	5987	87	0	2	12	0
TAFIRI-2019.05.22-RUF02-B	154	0	0	0	0	0	0	13673	0	0	262	0	0	2782	2377	535	0	0	751	8110	361	0	1319	0	225	0	0	189	2262	121	9458	0	109878	9688	18073	0	181	143350	5201	20	53	0	0	7496	1815	350	0	0	0	4397	210	0	0	0	35	19737	34	6645	8699	8682	14703	133	0	5	26	0
TAFIRI-2019.05.22-RUF02-B	42	0	0	0	0	0	0	8468	0	0	78	0	0	2244	1416	251	0	0	417	5099	47	0	695	0	231	0	0	168	819	46	4460	0	86253	3742	8066	0	96	121879	923	0	92	0	0	2233	1269	274	0	0	0	2777	38	0	0	82	42	10456	53	3450	2955	5829	7260	112	0	23	15	0
TAFIRI-2019.05.22-RUF02-B	59	0	0	0	0	0	0	8976	0	0	44	0	23	2009	2330	472	0	0	434	5367	274	0	1320	0	224	0	1	285	1771	36	8004	0	71642	6738	13752	0	52	70866	2625	4	121	0	0	5352	1226	337	0	0	0	4065	114	0	0	0	0	9924	38	4606	5286	4042	5904	78	0	8	16	0
TAFIRI-2019.05.22-RUF02-C	3430	233	0	0	0	0	0	11727	0	0	1156	0	3097	35041	6315	392	0	0	483	18384	216	0	3433	702	49968	0	0	297	2950	0	3014	0	64181	18815	49767	0	491	35783	213019	17228	66688	0	0	4730	8721	189	0	0	0	2485	639	0	0	515	6	23098	224	10198	6477	3001	2913	261	3	176	51	0
TAFIRI-2019.05.22-RUF02-C	1202	0	0	0	0	0	0	10805	0	0	350	0	1458	17917	4911	323	0	0	438	15650	0	0	1070	269	28177	0	0	16	764	105	1817	0	40706	10481	27057	0	125	20806	157181	5087	44653	0	0	3694	8446	0	0	0	0	1258	671	0	0	0	3	20158	0	8809	3339	2346	1900	226	9	139	132	0
TAFIRI-2019.05.22-RUF02-C	1090	0	0	0	0	0	0	6937	0	0	450	0	1023	15305	2816	384	0	0	203	10133	502	0	990	252	22304	0	0	0	1018	0	2453	0	28293	9967	25443	0	0	18344	99635	5381	32151	0	0	2160	6494	2	0	0	0	1237	354	0	0	0	3	15010	0	5778	1753	1273	2502	262	0	115	143	0
TAFIRI-2019.05.22-RUF02-C	4773	0	0	0	0	0	0	15116	0	0	260	0	2458	38485	6161	986	0	0	1500	19058	0	0	1475	231	55812	0	0	215	1848	0	6493	0	80523	20339	48854	0	272	42214	234333	13934	57885	0	0	4313	15479	0	0	0	0	948	141	0	0	0	1	35352	2	10423	4096	3818	4618	907	22	112	155	0
TAFIRI-2019.05.22-RUF02-C	7141	0	0	342	0	0	0	24487	0	0	936	0	3221	61793	8292	796	0	0	0	30748	902	0	1440	344	71091	0	0	152	2221	436	5656	0	109926	26308	70024	0	0	70330	319246	22161	87833	0	0	3237	22664	0	0	0	969	4116	997	0	0	626	5	40786	256	23604	11090	7979	6288	587	17	169	218	0
TAFIRI-2019.05.22-RUF02-C	2791	0	0	0	0	0	0	8478	0	0	293	0	2283	25660	5388	261	0	0	1053	15801	280	0	2001	307	30729	0	0	682	1436	0	3717	0	62362	11506	32210	0	312	25892	141749	7767	43685	0	0	1663	5678	63	0	0	0	1054	96	0	0	0	0	19584	230	8255	1149	2447	3450	1059	3	17	163	0
TAFIRI-2019.05.22-RUF03-B	0	0	0	0	0	0	0	4514	0	0	490	0	0	10180	2400	1033	0	0	1868	7699	195	0	3664	0	1866	0	0	0	590	318	3308	0	12784	0	32366	0	0	1745	10407	0	0	0	0	0	35015	409	0	0	0	1065	2812	0	0	0	3	76717	227	4305	14554	6646	1441	0	0	176	175	0
TAFIRI-2019.05.22-RUF03-B	0	0	0	0	0	0	0	3839	0	0	0	0	0	8148	546	154	0	0	184	6300	0	0	2232	1255	587	0	0	0	0	0	461	0	6165	737	15837	0	0	777	3916	0	0	0	0	400	43317	0	0	0	0	549	913	0	0	0	2	105870	372	463	14370	10724	1399	0	0	4	126	0
TAFIRI-2019.05.22-RUF03-B	0	166	210	0	0	0	0	4455	0	0	219	0	0	8142	2003	0	0	0	0	6412	422	0	1457	0	529	0	0	90	659	0	1687	0	10906	1321	21719	0	0	1136	5587	172	515	0	0	413	19191	0	0	0	0	449	1568	0	0	297	3	53294	0	477	12075	6945	1086	195	0	8	45	0
TAFIRI-2019.05.22-RUF03-B	0	84	0	0	0	0	0	3220	0	0	129	0	0	7362	768	1	0	0	397	6516	442	0	2376	610	301	0	0	159	752	154	917	0	8283	0	19542	0	0	1640	2708	173	0	81	0	0	30002	0	0	0	0	286	834	0	0	0	1	59843	149	579	8907	6032	2243	0	0	10	57	0
